,start,end,who_said,line,similarity,similar_line
1428,"01:34:37,880","01:34:40,087",Vision,I am not Jarvis. I am...,0.99,I am
1429,"01:34:42,200","01:34:43,611",Vision,I am.,1.0,I am
1430,"01:34:45,520","01:34:46,646",Wanda Maximoff,I looked in your head,0.92,I looked in your head and saw annihilation
1431,"01:34:47,360","01:34:49,124",Wanda Maximoff,and saw annihilation.,0.72,I looked in your head and saw annihilation
1432,"01:34:49,280","01:34:50,645",Vision,Look again.,1.0,Look again
1433,"01:34:50,760","01:34:52,280",Clint Barton,Her seal of approval means jack to me.,1.0,Her seal of approval means jack to me
1434,"01:34:52,760","01:34:56,968",Thor,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone.",0.95,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash"
1435,"01:34:57,120","01:34:59,282",Steve Rogers,And they're nothing compared to what it can unleash.,0.92,Then why would you bring it to
1436,"01:34:59,440","01:35:00,965",Thor,But with it on our side...,1.0,But with it on our side
1437,"01:34:59,440","01:35:00,965",Steve Rogers,Is it?,1.0,Is it
1438,"01:35:02,400","01:35:03,561",Steve Rogers,Are you?,1.0,Are you
1439,"01:35:04,440","01:35:05,885",Steve Rogers,On our side?,1.0,On our side
1440,"01:35:07,760","01:35:09,649",Vision,I don't think it's that simple.,1.0,I don't think it's that simple
1441,"01:35:09,800","01:35:12,246",Clint Barton,"Well, it better get real simple real soon.",1.0,Well it better get real simple real soon
1442,"01:35:13,400","01:35:15,528",Vision,I am on the side of life.,1.0,I am on the side of life
1443,"01:35:15,760","01:35:17,125",Steve Rogers,Ultron isn't.,0.81,Is it
1444,"01:35:17,720","01:35:19,131",Vision,He will end it all.,0.94,"Ultron isn't, he will end it all"
1445,"01:35:19,280","01:35:21,203",Tony Stark,What's he waiting for?,1.0,What's he waiting for
1446,"01:35:21,360","01:35:22,361",Vision,You.,1.0,You
1447,"01:35:21,360","01:35:22,361",Bruce Banner,Where?,1.0,Where
1448,"01:35:22,800","01:35:23,961",Clint Barton,Sokovia.,1.0,Sokovia
1449,"01:35:24,080","01:35:25,161",Clint Barton,"He's got Nat there, too.",1.0,He's got Nat there too
1450,"01:35:27,320","01:35:33,640",Bruce Banner,"If we're wrong about you, if you're the monster that Ultron made you to be...",1.0,"If we're wrong about you, if you're the monster that Ultron made you to be"
1451,"01:35:34,160","01:35:35,685",Vision,What will you do?,1.0,What will you do
1452,"01:35:42,320","01:35:44,402",Vision,I don't want to kill Ultron.,1.0,I don't want to kill Ultron
1453,"01:35:44,800","01:35:48,122",Vision,He's unique and he's in pain.,1.0,"He's unique, and he's in pain"
1454,"01:35:49,680","01:35:52,251",Vision,But that pain will roll over the Earth.,0.89,"But that pain will roll over the earth, so he must be destroyed"
1455,"01:35:52,800","01:35:55,087",Vision,"So, he must be destroyed.",0.9,"But that pain will roll over the earth, so he must be destroyed"
1456,"01:35:55,320","01:35:58,244",Vision,"Every form he's built, every trace of his presence on the net.",0.93,"Every form he's built, every trace of his presence on the net, we have to act now"
1457,"01:35:58,520","01:36:00,170",Vision,We have to act now.,0.9,But we need to go
1458,"01:36:00,600","01:36:04,525",Vision,And not one of us can do it without the others.,1.0,And not one of us can do it without the others
1459,"01:36:06,520","01:36:08,443",Vision,Maybe I am a monster.,1.0,Maybe I am a monster
1460,"01:36:08,600","01:36:10,841",Vision,I don't think I'd know if I were one.,1.0,I don't think I'd know if I were one
1461,"01:36:12,000","01:36:16,442",Vision,"I'm not what you are, and not what you intended.",1.0,"I'm not what you are, and not what you intended"
1462,"01:36:17,200","01:36:19,680",Vision,"So, there may be no way to make you trust me.",1.0,So there may be no way to make you trust me
1463,"01:36:19,960","01:36:21,371",Vision,But we need to go.,1.0,But we need to go
1464,"01:36:36,160","01:36:37,321",Thor,Right.,1.0,Right
1465,"01:36:37,960","01:36:39,200",Thor,Well done.,1.0,Well done
1466,"01:36:40,960","01:36:42,007",Steve Rogers,Three minutes.,1.0,Three minutes
1467,"01:36:42,720","01:36:44,370",Steve Rogers,Get what you need.,1.0,Get what you need
1468,"01:37:00,200","01:37:01,247",FRIDAY,"Good evening, boss.",1.0,"Good evening, boss"
1469,"01:37:06,400","01:37:08,084",Tony Stark,No way we all get through this.,1.0,No way we all get through this
1470,"01:37:08,200","01:37:10,280",Tony Stark,"If even one tin soldier is left standing, we've lost.",1.0,"If even one tin soldier is left standing, we've lost"
1471,"01:37:11,000","01:37:12,440",Tony Stark,There's gonna be blood on the floor.,0.97,It's gonna be blood on the floor
1472,"01:37:12,480","01:37:13,891",Steve Rogers,I got no plans tomorrow night.,1.0,I got no plans tomorrow night
1473,"01:37:14,000","01:37:15,320",Tony Stark,I get first crack at the big guy.,1.0,I get first crack at the big guy
1474,"01:37:15,760","01:37:17,250",Tony Stark,Iron Man's the one he's waiting for.,1.0,Iron Man's the one he's waiting for
1475,"01:37:17,360","01:37:19,761",Vision,That's true. He hates you the most.,1.0,"That's true, he hates you the most"
1476,"01:37:25,080","01:37:27,242",Steve Rogers,Ultron knows we're coming.,1.0,Ultron knows we're coming
1477,"01:37:27,520","01:37:29,727",Steve Rogers,Odds are we'll be riding into heavy fire.,0.93,"Odds are we'll be riding into heavy fire, and that's what we signed up for"
1478,"01:37:30,240","01:37:31,969",Steve Rogers,And that's what we signed up for.,0.9,"Odds are we'll be riding into heavy fire, and that's what we signed up for"
1479,"01:37:32,240","01:37:34,766",Steve Rogers,"But the people of Sokovia, they didn't.",1.0,"But the people of Sokovia, they didn't"
1480,"01:37:35,880","01:37:37,370",Natasha Romanoff,So our priority,0.89,So what's our play
1481,"01:37:38,080","01:37:39,161",Steve Rogers,is getting them out.,0.9,So our priority is getting them out
1482,"01:37:39,400","01:37:42,324",Pietro Maximoff,We're under attack! Clear the city! Now!,0.89,"Clear the city, now"
1483,"01:37:50,120","01:37:51,565",Pietro Maximoff,Get off your asses.,1.0,Get off your asses
1484,"01:37:52,800","01:37:54,723",Steve Rogers,All they want is to live their lives in peace.,0.97,"All they want is to live their lives in peace, and that's not going to happen today"
1485,"01:37:55,280","01:37:56,640",Tony Stark,And that's not gonna happen today.,0.78,It's gonna be blood on the floor
1486,"01:37:58,280","01:38:00,009",Steve Rogers,But we can do our best to protect them.,1.0,But we can do our best to protect them
1487,"01:38:00,720","01:38:02,245",Steve Rogers,And we can get the job done.,0.95,"And we can get the job done, and find out what Ultron's been building"
1488,"01:38:05,640","01:38:12,803",Steve Rogers,"We find out what Ultron's been building, we find Romanoff, and we clear the field.",0.98,"We find Romanoff, and we clear the field"
1489,"01:38:14,240","01:38:16,163",Steve Rogers,Keep the fight between us.,1.0,Keep the fight between us
1490,"01:38:22,880","01:38:25,281",Steve Rogers,Ultron thinks we're monsters.,0.94,Ultron knows we're coming
1491,"01:38:25,800","01:38:28,201",Steve Rogers,That we're what's wrong with the world.,0.97,Ultron thinks we're monsters and we're what's wrong with the world
1492,"01:38:28,320","01:38:30,641",Steve Rogers,This isn't just about beating him.,1.0,This isn't just about beating him
1493,"01:38:31,160","01:38:33,208",Steve Rogers,It's about whether he's right.,1.0,It's about whether he's right
1494,"01:38:39,680","01:38:40,727",Bruce Banner,Natasha!,1.0,Natasha
1495,"01:38:41,840","01:38:42,841",Bruce Banner,Natasha!,1.0,Natasha
1496,"01:38:43,000","01:38:44,081",Natasha Romanoff,Bruce?,1.0,Bruce
1497,"01:38:45,520","01:38:46,521",Ultron,You all right?,0.88,"What, you think you're the only one stalling"
1498,"01:38:46,680","01:38:47,727",Natasha Romanoff,Yeah.,1.0,Yeah
1499,"01:38:47,840","01:38:49,569",Tony Stark,The team is in the city.,0.82,"Well, that is the mission"
1500,"01:38:47,840","01:38:49,569",Bruce Banner,It's about to light up.,0.85,"The team's in the city, it's about to light up"
1501,"01:38:49,680","01:38:51,840",Natasha Romanoff,I don't suppose you found a key lying around somewhere.,1.0,I don't suppose you found a key lying around somewhere
1502,"01:38:52,160","01:38:54,288",Bruce Banner,Yeah. I did.,1.0,"Yeah, I did"
1503,"01:39:00,680","01:39:01,841",Natasha Romanoff,So what's our play?,1.0,So what's our play
1504,"01:39:02,040","01:39:03,405",Bruce Banner,I'm here to get you to safety.,1.0,I'm here to get you to safety
1505,"01:39:04,160","01:39:06,686",Natasha Romanoff,Job's not finished.,1.0,Job's not finished
1506,"01:39:04,160","01:39:08,683",Bruce Banner,"We could help with the evacuation, but I can't be in a fight near civilians.",1.0,"We could help with the evacuation, but I can't be in a fight near civilians"
1507,"01:39:10,040","01:39:11,201",Bruce Banner,And you've done plenty.,1.0,And you've done plenty
1508,"01:39:13,600","01:39:15,090",Bruce Banner,Our fight is over.,1.0,Our fight is over
1509,"01:39:16,480","01:39:18,721",Natasha Romanoff,"So, we just disappear?",1.0,So we just disappear
1510,"01:39:22,880","01:39:24,723",Wanda Maximoff,Come on.,0.51,Get off the bridge
1511,"01:39:29,520","01:39:31,761",FRIDAY,"Your man's in the church, boss.",1.0,"Your man's in the church, boss"
1512,"01:39:31,880","01:39:33,723",FRIDAY,I think he's waiting for you.,1.0,I think he's waiting for you
1513,"01:39:37,800","01:39:39,848",Ultron,Come to confess your sins?,1.0,Come to confess your sins
1514,"01:39:39,960","01:39:41,200",Tony Stark,I don't know. How much time you got?,1.0,"I don't know, how much time you got"
1515,"01:39:41,360","01:39:42,850",Ultron,More than you.,1.0,More than you
1516,"01:39:45,240","01:39:48,050",Tony Stark,Have you been juicing?,1.0,Have you been juicing
1517,"01:39:45,240","01:39:48,050",Tony Stark,Little vibranium cocktail?,0.75,A little Vibranium cocktail
1518,"01:39:48,160","01:39:50,447",Ultron,You're looking...,0.83,"What, you think you're the only one stalling"
1519,"01:39:48,160","01:39:50,447",Tony Stark,I don't wanna say puffy.,0.96,"You're looking, I don't wanna say, puffy"
1520,"01:39:50,560","01:39:52,289",Ultron,You're stalling to protect the people.,1.0,You're stalling to protect the people
1521,"01:39:52,680","01:39:55,524",Tony Stark,"Well, that is the mission. Did you forget?",0.9,"Well, that is the mission"
1522,"01:39:55,840","01:39:58,320",Ultron,I've moved beyond your mission. I'm free.,0.93,I've moved beyond your mission
1523,"01:40:03,080","01:40:04,127",Ultron,What?,0.73,"What, you think you're the only one stalling"
1524,"01:40:05,040","01:40:07,361",Ultron,You think you were the only one stalling?,0.96,"What, you think you're the only one stalling"
1525,"01:40:08,080","01:40:09,730",FRIDAY,There's the rest of the vibranium.,1.0,There's the rest of the Vibranium
1526,"01:40:09,840","01:40:11,251",Tony Stark,"Function, still unclear.",0.74,"Well, that is the mission"
1527,"01:40:11,440","01:40:12,601",Ultron,"This is how you end, Tony.",1.0,"This is how you end, Tony"
1528,"01:40:13,880","01:40:15,644",Ultron,This is peace in my time.,1.0,This is peace in my time
1529,"01:40:32,360","01:40:33,407",Steve Rogers,Go!,1.0,Go
1530,"01:40:38,960","01:40:40,291",Wanda Maximoff,Get off the bridge!,1.0,Get off the bridge
1531,"01:40:44,440","01:40:45,441",Wanda Maximoff,Run!,1.0,Run
1532,"01:40:47,440","01:40:49,249",Vision,Ultron.,1.0,Ultron
1533,"01:40:54,760","01:40:55,966",Ultron,My Vision.,1.0,My Vision
1534,"01:40:56,200","01:40:58,487",Ultron,They really did take everything from me.,1.0,They really did take everything from me
1535,"01:40:58,640","01:41:00,688",Vision,You set the terms.,0.9,"You set the terms, you can change them"
1536,"01:40:58,640","01:41:00,688",Vision,You can change them.,0.93,"You set the terms, you can change them"
1537,"01:41:00,800","01:41:02,040",Ultron,All right.,0.76,"What, you think you're the only one stalling"
1538,"01:41:26,240","01:41:27,480",Tony Stark,"Friday, the Vision?",0.93,The Vision
1539,"01:41:27,640","01:41:29,800",FRIDAY,"Boss, it's working.",1.0,"Boss, it's working"
1540,"01:41:27,640","01:41:29,800",FRIDAY,He's burning Ultron out of the net.,0.91,"He's burning Ultron out of the net, he won't escape through there"
1541,"01:41:29,840","01:41:31,040",FRIDAY,He won't escape through there.,0.85,"He's burning Ultron out of the net, he won't escape through there"
1542,"01:41:36,120","01:41:37,451",Ultron,You shut me out.,1.0,You shut me out
1543,"01:41:37,920","01:41:39,126",Ultron,You think I care?,1.0,You think I care
1544,"01:41:41,120","01:41:44,929",Ultron,"You take away my world, I take away yours.",1.0,"You take away my world, I take away yours"
1545,"01:42:29,480","01:42:30,686",Tony Stark,Friday.,1.0,FRIDAY
1546,"01:42:30,800","01:42:33,246",FRIDAY,Sokovia is going for a ride.,0.89,Sokovia's going for a ride
1547,"01:42:45,760","01:42:47,250",Ultron,Do you see,1.0,Do you see
1548,"01:42:47,720","01:42:49,245",Ultron,the beauty of it?,0.98,"The beauty of it, the inevitability"
1549,"01:42:49,840","01:42:51,683",Tony Stark,The inevitability.,0.92,The Vision
1550,"01:42:51,920","01:42:55,163",Ultron,"You rise, only to fall.",1.0,"You rise, only to fall"
1551,"01:42:57,920","01:43:00,764",Clint Barton,"You, Avengers, you are my meteor.",0.82,"Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger"
1552,"01:43:01,680","01:43:03,409",Ultron,My swift and terrible sword.,0.81,"You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure"
1553,"01:43:03,600","01:43:05,090",Ultron,And the earth will crack,0.85,"You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure"
1554,"01:43:05,280","01:43:07,203",Ultron,with the weight of your failure.,0.88,"The beauty of it, the inevitability"
1555,"01:43:08,880","01:43:12,646",Ultron,"Purge me from your computers, turn my own flesh against me.",1.0,"Purge me from your computers, turn my own flesh against me"
1556,"01:43:13,120","01:43:14,531",Ultron,It means nothing.,1.0,It means nothing
1557,"01:43:15,600","01:43:19,009",Ultron,"When the dust settles, the only thing living in this world",0.95,"When the dust settles, the only thing living in this world will be metal"
1558,"01:43:19,520","01:43:20,521",Ultron,will be metal.,0.73,"When the dust settles, the only thing living in this world will be metal"
1559,"01:43:25,080","01:43:26,650",Bruce Banner,We gotta move.,1.0,We gotta move
1560,"01:43:26,960","01:43:28,080",Natasha Romanoff,You're not gonna turn green?,0.76,You're not going to turn green
1561,"01:43:28,280","01:43:30,200",Bruce Banner,I've got a compelling reason not to lose my cool.,1.0,I've got a compelling reason not to lose my cool
1562,"01:43:31,360","01:43:32,646",Natasha Romanoff,I adore you.,1.0,I adore you
1563,"01:43:41,280","01:43:43,203",Natasha Romanoff,But I need the other guy.,1.0,But I need the other guy
1564,"01:43:48,040","01:43:49,804",Natasha Romanoff,Let's finish the job.,1.0,Let's finish the job
1565,"01:44:06,600","01:44:08,011",Natasha Romanoff,I really hope this makes us even.,1.0,I really hope this makes us even
1566,"01:44:10,320","01:44:12,368",Natasha Romanoff,Now go be a hero.,1.0,Now go be a hero
1567,"01:44:20,840","01:44:22,763",FRIDAY,The vibranium core's got a magnetic field.,0.93,"The Vibranium core has got a magnetic field, that's what's keeping the rock together"
1568,"01:44:22,920","01:44:24,922",FRIDAY,That's what's keeping the rock together.,0.9,"The Vibranium core has got a magnetic field, that's what's keeping the rock together"
1569,"01:44:25,040","01:44:26,087",Tony Stark,If it drops?,1.0,If it drops
1570,"01:44:26,160","01:44:27,491",FRIDAY,"Right now, the impact will kill thousands.",0.98,Right now the impact would kill thousands
1571,"01:44:27,560","01:44:30,291",Clint Barton,Once it gets high enough?,0.79,"It's your fault, it's everyone's fault, who cares"
1572,"01:44:27,560","01:44:30,291",FRIDAY,Global extinction.,0.59,Right now the impact would kill thousands
1573,"01:44:34,600","01:44:36,682",FRIDAY,That building's not clear. The 10th floor.,0.82,The city's not coming down slow
1574,"01:44:41,560","01:44:42,561",Tony Stark,Hi.,1.0,Hi
1575,"01:44:43,680","01:44:46,047",Tony Stark,Okay. Get in the tub!,0.98,Get in the tub
1576,"01:44:52,880","01:44:54,723",FRIDAY,"I got airborne, heading up to the bridge.",1.0,"I got airborne, heading up to the bridge"
1577,"01:44:57,520","01:44:58,726",Tony Stark,"Cap, you got incoming.",1.0,"Cap, you got incoming"
1578,"01:44:58,880","01:45:00,530",Steve Rogers,Incoming already came in.,1.0,Incoming already came in
1579,"01:45:03,200","01:45:05,680",Steve Rogers,"Stark, you worry about bringing the city back down safely.",1.0,"Stark, you worry about bringing the city back down safely"
1580,"01:45:06,400","01:45:09,521",FRIDAY,"The rest of us have one job, tear these things apart.",0.8,Right now the impact would kill thousands
1581,"01:45:09,840","01:45:11,444",Clint Barton,"You get hurt, hurt them back.",0.86,"If you go out there, you fight, and you fight to kill"
1582,"01:45:12,120","01:45:15,606",Clint Barton,"You get killed, walk it off.",0.82,"If you go out there, you fight, and you fight to kill"
1583,"01:45:50,040","01:45:51,246",Clint Barton,"Go, go, go!",0.98,"Go, go, move"
1584,"01:45:56,920","01:45:58,684",Wanda Maximoff,How could I let this happen?,1.0,How could I let this happen
1585,"01:45:58,800","01:46:00,848",Clint Barton,"Hey, hey, you okay?",1.0,"Hey, hey, you okay"
1586,"01:45:58,800","01:46:00,848",Wanda Maximoff,This is all our fault.,1.0,This is all our fault
1587,"01:46:01,040","01:46:03,240",Clint Barton,"Hey, look at me.",1.0,"Hey, look at me"
1588,"01:46:01,040","01:46:03,240",Clint Barton,"It's your fault, it's everyone's fault.",0.96,"It's your fault, it's everyone's fault, who cares"
1589,"01:46:03,280","01:46:04,327",Clint Barton,Who cares?,0.53,"It's your fault, it's everyone's fault, who cares"
1590,"01:46:04,440","01:46:05,965",Clint Barton,Are you up for this?,1.0,Are you up for this
1591,"01:46:06,080","01:46:07,161",Clint Barton,Are you?,1.0,Are you
1592,"01:46:07,400","01:46:10,807",Clint Barton,"Look, I just need to know.",0.87,"Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger"
1593,"01:46:07,400","01:46:10,807",Clint Barton,Because the city is flying.,0.98,"Yeah, the city is flying"
1594,"01:46:11,120","01:46:17,126",Clint Barton,"Okay. Look, the city is flying, we're fighting an army of robots, and I have a bow and arrow.",1.0,"Okay, look, the city is flying, we're fighting an army of robots, and I have a bow and arrow"
1595,"01:46:17,280","01:46:18,361",Clint Barton,None of this makes sense.,1.0,None of this makes sense
1596,"01:46:21,640","01:46:23,768",Clint Barton,But I'm going back out there because it's my job.,1.0,But I'm going back out there because it's my job
1597,"01:46:24,640","01:46:27,291",Clint Barton,Okay? And I can't do my job and babysit.,1.0,And I can't do my job and babysit
1598,"01:46:27,440","01:46:30,444",Clint Barton,It doesn't matter what you did or what you were.,1.0,"It doesn't matter what you did, or what you were"
1599,"01:46:30,640","01:46:33,246",Clint Barton,"If you go out there, you fight, and you fight to kill.",1.0,"If you go out there, you fight, and you fight to kill"
1600,"01:46:34,280","01:46:36,920",Clint Barton,"Stay in here, you're good.",0.81,"Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger"
1601,"01:46:34,280","01:46:36,920",Clint Barton,I'll send your brother to come find you.,0.91,"Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger"
1602,"01:46:36,960","01:46:40,721",Clint Barton,"But if you step out that door, you are an Avenger.",0.93,"Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger"
1603,"01:46:45,600","01:46:47,409",Clint Barton,All right. Good chat.,0.88,"Alright, good chat"
1604,"01:46:51,160","01:46:52,207",Clint Barton,"Yeah, the city is flying.",1.0,"Yeah, the city is flying"
1605,"01:47:26,200","01:47:27,361",Steve Rogers,I got you!,1.0,I got you
1606,"01:47:27,680","01:47:28,920",Steve Rogers,Just look at me!,1.0,Just look at me
1607,"01:47:35,680","01:47:37,011",Ultron,You can't save them all.,1.0,You can't save them all
1608,"01:47:38,360","01:47:39,407",Steve Rogers,You'll never...,0.95,You'll never what
1609,"01:47:40,680","01:47:43,126",Steve Rogers,Never what? You didn't finish!,0.92,You didn't finish
1610,"01:47:46,880","01:47:48,450",Steve Rogers,"What, were you napping?",1.0,"What, were you napping"
1611,"01:48:09,920","01:48:11,001",Ultron,Thor.,1.0,Thor
1612,"01:48:13,600","01:48:15,204",Ultron,You're bothering me.,1.0,You're bothering me
1613,"01:48:50,600","01:48:51,880",Clint Barton,"All right, we're all clear here.",0.98,"Alright, we're all clear here"
1614,"01:48:51,960","01:48:53,007",Steve Rogers,We are not clear!,1.0,We are not clear
1615,"01:48:53,120","01:48:54,531",Steve Rogers,We are very not clear!,1.0,We are very not clear
1616,"01:48:57,600","01:48:58,931",Clint Barton,"All right, coming to you.",0.96,"Alright, coming to you"
1617,"01:48:59,400","01:49:01,482",Pietro Maximoff,"Keep up, old man!",1.0,Keep up old man
1618,"01:49:03,240","01:49:04,765",Clint Barton,Nobody would know.,1.0,Nobody would know
1619,"01:49:05,600","01:49:06,647",Clint Barton,Nobody.,1.0,Nobody
1620,"01:49:08,600","01:49:11,524",Clint Barton,"The last I saw him, an Ultron was sitting on him.",0.92,"The last I saw him, when Ultron was sitting on him"
1621,"01:49:11,640","01:49:13,529",Clint Barton,"Yeah, he'll be missed, that quick little bastard.",1.0,"yeah, he'll be missed, that quick little bastard"
1622,"01:49:13,600","01:49:14,601",Clint Barton,I miss him already.,1.0,I miss him already
1623,"01:49:30,160","01:49:31,321",Soldier,Hold your fire!,1.0,Hold your fire
1624,"01:49:41,200","01:49:42,247",Steve Rogers,Romanoff!,1.0,Romanoff
1625,"01:49:42,760","01:49:43,761",Natasha Romanoff,Thanks!,1.0,Thanks
1626,"01:49:53,160","01:49:54,764",FRIDAY,The antigravs are rigged to flip.,1.0,The antigravs are rigged to flip
1627,"01:49:54,880","01:49:57,042",FRIDAY,"Touch them, they'll go full reverse thrust.",0.98,"Touch 'em, they'll go full reverse thrust"
1628,"01:49:57,160","01:49:58,605",FRIDAY,The city's not coming down slow.,1.0,The city's not coming down slow
1629,"01:49:58,720","01:49:59,846",Pietro Maximoff,Spire is vibranium.,0.88,This is SHIELD
1630,"01:49:59,960","01:50:01,086",Tony Stark,If I get Thor to hit it...,1.0,If I get Thor to hit it
1631,"01:50:01,360","01:50:02,725",FRIDAY,It will crack. That's not enough.,0.92,"It'll crack, but that's not enough, the impact would still be devastating"
1632,"01:50:02,840","01:50:04,365",FRIDAY,The impact would still be devastating.,0.92,"It'll crack, but that's not enough, the impact would still be devastating"
1633,"01:50:04,520","01:50:05,880",Tony Stark,Maybe if we can cap the other end.,0.92,"Maybe if we cap the other end, keep the atomic action doubling back"
1634,"01:50:06,040","01:50:07,690",Tony Stark,Keep the atomic action doubling back.,0.85,"Maybe if we cap the other end, keep the atomic action doubling back"
1635,"01:50:07,840","01:50:09,205",FRIDAY,That could vaporise the city.,0.91,"That could vaporize the city, and everyone on it"
1636,"01:50:10,200","01:50:12,043",FRIDAY,And everyone on it.,0.91,"That could vaporize the city, and everyone on it"
1637,"01:50:17,880","01:50:19,723",Steve Rogers,The next wave is gonna hit any minute.,0.94,The next wave's gonna hit any minute
1638,"01:50:19,880","01:50:21,848",Steve Rogers,"What do you got, Stark?",0.9,"What have you got, Stark"
1639,"01:50:19,880","01:50:21,848",Tony Stark,Nothing great.,0.9,"Well, nothing great"
1640,"01:50:22,640","01:50:24,881",Tony Stark,Maybe a way to blow up the city.,1.0,Maybe a way to blow up the city
1641,"01:50:25,000","01:50:27,447",Tony Stark,"That'll keep it from impacting the surface, if you guys can get clear.",1.0,That'll keep it from impacting the surface if you guys can get clear
1642,"01:50:27,720","01:50:29,609",Steve Rogers,"I asked for a solution, not an escape plan.",1.0,"I asked for a solution, not an escape plan"
1643,"01:50:29,840","01:50:32,730",Tony Stark,Impact radius is getting bigger every second.,1.0,Impact radius is getting bigger every second
1644,"01:50:32,920","01:50:34,285",Tony Stark,We're gonna have to make a choice.,0.91,We're going to have to make a choice
1645,"01:50:35,040","01:50:36,565",Natasha Romanoff,"Cap, these people are going nowhere.",1.0,"Cap, these people are going nowhere"
1646,"01:50:37,400","01:50:40,200",Natasha Romanoff,If Stark finds a way to blow this rock...,1.0,If Stark finds a way to blow this rock
1647,"01:50:37,400","01:50:40,200",Steve Rogers,Not till everyone's safe.,0.96,Not 'til everyone's safe
1648,"01:50:40,600","01:50:43,604",Natasha Romanoff,Everyone up here versus everyone down there? There's no math there.,0.91,Everyone up here versus everyone down there
1649,"01:50:43,840","01:50:45,800",Steve Rogers,I'm not leaving this rock with one civilian on it.,1.0,I'm not leaving this rock with one civilian on it
1650,"01:50:45,840","01:50:47,285",Natasha Romanoff,I didn't say we should leave.,1.0,I didn't say we should leave
1651,"01:50:50,120","01:50:51,929",Natasha Romanoff,There's worse ways to go.,1.0,There's worse ways to go
1652,"01:50:57,400","01:50:59,846",Natasha Romanoff,Where else am I gonna get a view like this?,1.0,Where else am I gonna get a view like this
1653,"01:51:00,720","01:51:03,326",Nick Fury,"Glad you like the view, Romanoff.",1.0,"Glad you like the view, Romanoff"
1654,"01:51:03,440","01:51:05,044",Nick Fury,It's about to get better.,1.0,It's about to get better
1655,"01:51:29,160","01:51:30,366",Nick Fury,"Nice, right?",1.0,"Nice, right"
1656,"01:51:30,480","01:51:32,926",Nick Fury,Pulled her out of mothballs with a couple of old friends.,0.97,I pulled her out of mothballs with a couple of old friends
1657,"01:51:33,080","01:51:34,730",Nick Fury,"She's dusty, but she'll do.",1.0,"She's dusty, but she'll do"
1658,"01:51:35,080","01:51:36,525",Steve Rogers,"Fury, you son of a bitch.",1.0,"Fury, you son of a bitch"
1659,"01:51:36,680","01:51:38,967",Nick Fury,Ooh! You kiss your mother with that mouth?,0.99,You kiss your mother with that mouth
1660,"01:51:39,080","01:51:41,287",Maria Hill,"Altitude is 18,000 and climbing.",0.94,Altitude is eighteen thousand and climbing
1661,"01:51:41,440","01:51:42,965",Specialist Cameron Klein,Lifeboats secure to deploy.,1.0,Lifeboats secure to deploy
1662,"01:51:43,080","01:51:45,765",Specialist Cameron Klein,"Disengage in three, two...",1.0,"Disengage in three, two"
1663,"01:51:46,960","01:51:47,961",Specialist Cameron Klein,Take them out.,0.94,take 'em out
1664,"01:51:57,640","01:51:59,165",Pietro Maximoff,This is S.H.I.E.L.D.?,0.97,This is SHIELD
1665,"01:51:59,280","01:52:01,726",Pietro Maximoff,This is what S.H.I.E.L.D.,0.92,This is SHIELD
1666,"01:51:59,280","01:52:01,726",Steve Rogers,is supposed to be.,0.96,This is what SHIELD's supposed to be
1667,"01:52:03,400","01:52:04,811",Pietro Maximoff,This is not so bad.,1.0,This is not so bad
1668,"01:52:08,080","01:52:09,411",Clint Barton,Let's load them up.,0.97,"Alright, let's load 'em up"
1669,"01:52:14,800","01:52:18,641",Maria Hill,"Sir, we have multiple bogies converging on our starboard flank.",1.0,"Sir, we have multiple bogies converging on our starboard flank"
1670,"01:52:19,000","01:52:20,206",Nick Fury,Show 'em what we got.,1.0,Show 'em what we got
1671,"01:52:20,560","01:52:21,561",Maria Hill,You're up.,1.0,You're up
1672,"01:52:26,840","01:52:27,841",James Rhodes,Yes!,1.0,Yes
1673,"01:52:28,080","01:52:29,844",James Rhodes,Now this is gonna be a good story.,1.0,Now this is gonna be a good story
1674,"01:52:32,480","01:52:34,562",Tony Stark,Yup. If you live to tell it.,1.0,If you live to tell it
1675,"01:52:34,720","01:52:36,722",James Rhodes,You think I can't hold my own?,1.0,You think I can't hold my own
1676,"01:52:36,840","01:52:38,440",Tony Stark,"We get through this, I'll hold your own.",1.0,"We get through this, I'll hold your own"
1677,"01:52:38,520","01:52:40,363",James Rhodes,You had to make it weird.,1.0,You had to make it weird
1678,"01:52:45,200","01:52:48,170",Ultron,I got about 50 to 100 more coming in after this group.,0.7,I turn that key and drop this rock a little early and it's still billions dead
1679,"01:53:05,120","01:53:06,531",Clint Barton,Here we go. Here we go. Let's move.,0.99,"Here we go, let's move"
1680,"01:53:06,880","01:53:07,961",Clint Barton,"Let's go, everyone!",1.0,Let's go everyone
